k,Mean MSE,Mean MAE,Mean R²,Validation Mean MSE,Validation Mean MAE,Validation Mean R²,Test Mean MSE,Test Mean MAE,Test Mean R²
3000,130272.47606065538,273.5179603746202,-5.288611495362388,132846.7,289.28234405517577,-8.478032923936844,370.12281697591146,202757.9757421875,-7.586871007283529
5000,126682.00888053386,271.9599104614258,-10.563807794888815,135737.68682226562,286.99135949707033,-5.400911534786224,284.6938037719727,137480.12193359376,-4.769868375062942
